id,Name,Address,Location,Postal_code,Starred
12561,"THE ROXY HOTEL"," 32WHITE STREET",MANHATTAN,10013,FALSE
12562,"MOVIE THEATER"," 260W 23RD ST",MANHATTAN,10011,FALSE
12563,GROUNDED," 28JANE STREET",MANHATTAN,10014,FALSE
12564,DISTILLED," 211WEST BROADWAY",MANHATTAN,10013,FALSE
12565,BENARES," 45MURRAY STREET",MANHATTAN,10007,FALSE
12566,"ASIA EXPRESS"," 4932ND AVE",MANHATTAN,10016,FALSE
12567,SOJOURN," 242-244EAST   79 STREET",MANHATTAN,10075,FALSE
12568,"JOANNE TRATTORIA"," 70W 68TH ST",MANHATTAN,10023,FALSE
12569,"AKAMI SUSHI"," 17711ST AVE",MANHATTAN,10128,FALSE
12570,"LE BARATIN"," 26GREENWICH AVE",MANHATTAN,10011,FALSE
12571,GROM," 233BLEECKER STREET",MANHATTAN,10014,FALSE
12572,"EL RINCON DEL SABOR LATINO"," 74W 47TH ST",MANHATTAN,10036,FALSE
12573,"THE BEEKMAN"," 15BEEKMAN STREET",MANHATTAN,10038,FALSE
12574,"TAKAHACHI RESTAURANT"," 85AVENUE A",MANHATTAN,10009,FALSE
12575,"FLINDERS LANE"," 162AVENUE A",MANHATTAN,10009,FALSE
12576,"BARNES & NOBLE CAFE"," 2289BROADWAY",MANHATTAN,10024,FALSE
12577,"MANHATTAN COURTYARD"," 8663 AVENUE",MANHATTAN,10022,FALSE
12578,"CORAL DINER"," 3801BROADWAY",MANHATTAN,10032,FALSE
12579,"SUSHI ROXX"," 120EAST   39 STREET",MANHATTAN,10016,FALSE
12580,"THE CUPPING ROOM"," 359WEST BROADWAY",MANHATTAN,10013,FALSE
12581,SWAGAT," 411AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
12582,"CENTRAL MARKET ALL AMERICAN GRILL"," 4SOUTH STREET",MANHATTAN,10004,FALSE
12583,FARINELLA," 267AMSTERDAM AVE",MANHATTAN,10023,FALSE
12584,"FRANKLIN HOTEL"," 164EAST   87 STREET",MANHATTAN,10128,FALSE
12585,ANDAZ," 13781 AVENUE",MANHATTAN,10021,FALSE
12586,"NICK'S RESTAURANT PIZZERIA"," 18142 AVENUE",MANHATTAN,10128,FALSE
12587,"HAN DYNASTY"," 215W 85TH ST",MANHATTAN,10024,FALSE
12588,BABEL," 131AVENUE C",MANHATTAN,10009,FALSE
12589,O-MAI," 1589 AVENUE",MANHATTAN,10011,FALSE
12590,"TRIBECA TAPHOUSE"," 363GREENWICH STREET",MANHATTAN,10013,FALSE
12591,"SUSHIYA JAPANESE RESTAURANT"," 28WEST   56 STREET",MANHATTAN,10019,FALSE
12592,"RICE & BEANS RESTAURANT"," 7449 AVENUE",MANHATTAN,10019,FALSE
12593,"VIA EMILIA"," 47EAST   21 STREET",MANHATTAN,10010,FALSE
12594,"THAI GRILL SUSHI BAR"," 137EAST   45 STREET",MANHATTAN,10017,FALSE
12595,"BLACK BURGER/ POKE BOWL/ 5 BOROUGHS PIZZA"," 386CANAL ST",MANHATTAN,10013,FALSE
12596,"LITTLE ITALY PIZZA"," 2047BROADWAY",MANHATTAN,10023,FALSE
12597,NANOOSH," 173MADISON AVENUE",MANHATTAN,10016,FALSE
12598,"UGLY KITCHEN"," 1031 AVENUE",MANHATTAN,10003,FALSE
12599,"GRAND CENTRAL STAR CAFE"," 463LEXINGTON AVENUE",MANHATTAN,10017,FALSE
12600,"CARROLL PLACE"," 157BLEECKER ST",MANHATTAN,10012,FALSE
12601,"KELLARI TAVERNA"," 19WEST   44 STREET",MANHATTAN,10036,FALSE
12602,"LITTLE ITALY PIZZA"," 55WEST   45 STREET",MANHATTAN,10036,FALSE
12603,"SAHARA EAST RESTAURANT"," 1841 AVENUE",MANHATTAN,10009,FALSE
12604,"NEW NYC YOAN MING GARDEN"," 1407MADISON AVE",MANHATTAN,10029,FALSE
12605,SPOT," 13ST MARKS PLACE",MANHATTAN,10003,FALSE
12606,"ABACE SUSHI"," 6959TH AVE",MANHATTAN,10036,FALSE
12607,SISTINA," 24E 81ST ST",MANHATTAN,10028,FALSE
12608,"THE RIVER CLUB"," 447EAST   52 STREET",MANHATTAN,10022,FALSE
12609,STARBUCKS," 1325ASTOR PLACE",MANHATTAN,10003,FALSE
12610,"SWEET MOMENT"," 106MOTT ST",MANHATTAN,10013,FALSE
12611,MALACHY'S," 103WEST   72 STREET",MANHATTAN,10023,FALSE
12612,"NO 1 CHINESE RESTAURANT"," 3853BROADWAY",MANHATTAN,10032,FALSE
12613,"AROME CAFE 32"," 138WEST   32 STREET",MANHATTAN,10001,FALSE
12614,"MERRION SQUARE"," 18402 AVENUE",MANHATTAN,10128,FALSE
12615,HAKU," 10472ND AVE",MANHATTAN,10022,FALSE
12616,"CITY CRAB SHACK"," 10EAST   16 STREET",MANHATTAN,10003,FALSE
12617,"ANDRE'S HUNGARIAN STRUDEL S & PASTRIES"," 10491 AVENUE",MANHATTAN,10022,FALSE
12618,"VILLAGE PIZZA"," 658 AVENUE",MANHATTAN,10014,FALSE
12619,"BELGIUM BEER CAFE"," 2205TH AVE",MANHATTAN,10001,FALSE
12620,"GASTRONOMIE 491"," 491COLUMBUS AVENUE",MANHATTAN,10024,FALSE
12621,"GOTHAM PIZZA"," 1449 AVENUE",MANHATTAN,10011,FALSE
12622,"PALM TOO"," 8402 AVENUE",MANHATTAN,10017,FALSE
12623,"PICCOLO FIORE"," 230EAST   44 STREET",MANHATTAN,10017,FALSE
12624,"PATISSERIE DES AMBASSADES"," 2200FREDERICK DOUGLASS BOULEVARD",MANHATTAN,10026,FALSE
12625,"BEYOND SUSHI"," 759th AVE",MANHATTAN,10011,FALSE
12626,"IRISH PUNT"," 40EXCHANGE PLACE",MANHATTAN,10005,FALSE
12627,"PALM COURT"," 768FIFTH AVE",MANHATTAN,10019,FALSE
12628,"CHINATOWN RESTAURANT"," 16503RD AVE",MANHATTAN,10128,FALSE
12629,BOHEMIAN," 321EAST   73 STREET",MANHATTAN,10021,FALSE
12630,"COLUMBUS AVE DELI & CAFE"," 556COLUMBUS AVENUE",MANHATTAN,10024,FALSE
12631,"RISTORANTE GRIFONE"," 244EAST 46 STREET",MANHATTAN,10017,FALSE
12632,"DUNKIN' DONUTS"," 6939 AVENUE",MANHATTAN,10036,FALSE
12633,FUSHA," 10651 AVENUE",MANHATTAN,10022,FALSE
12634,"NEW YORK LUNCHEONETTE"," 135EAST   50 STREET",MANHATTAN,10022,FALSE
12635,"HAN DYNASTY"," 215W 85TH ST",MANHATTAN,10024,FALSE
12636,MIANSAI," 33CROSBY ST",MANHATTAN,10013,FALSE
12637,"BENITO ONE"," 174MULBERRY STREET",MANHATTAN,10013,FALSE
12638,"FRANKIE & JOHNNIE'S STEAKHOUSE"," 32WEST   37 STREET",MANHATTAN,10018,FALSE
12639,BODRUM," 584AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
12640,"GOURMET PARK"," 119EAST   60 STREET",MANHATTAN,10022,FALSE
12641,"CAFFE REGGIO"," 119MAC DOUGAL STREET",MANHATTAN,10012,FALSE
12642,"CAFFE NAPOLI"," 191HESTER STREET",MANHATTAN,10013,FALSE
12643,"FINANCIER PATISSERIE"," 12116 AVENUE",MANHATTAN,10036,FALSE
12644,"HUNAN CHEN'S KITCHEN"," 1003COLUMBUS AVE",MANHATTAN,10025,FALSE
12645,"NISHIDA SHO-TEN"," 302E 49TH ST",MANHATTAN,10017,FALSE
12646,"BROADWAY RESTAURANT"," 2664BROADWAY",MANHATTAN,10025,FALSE
12647,"GENTLEMAN FARMER"," 40RIVINGTON STREET",MANHATTAN,10002,FALSE
12648,"SLICE & CO. BRICK OVEN PIZZA"," 5276 AVENUE",MANHATTAN,10011,FALSE
12649,"MAD DOG & BEANS"," 83PEARL STREET",MANHATTAN,10004,FALSE
12650,RASA," 25W 8TH ST",MANHATTAN,10011,FALSE
12651,"EL BARRIO RESTAURANT"," 158EAST  116 STREET",MANHATTAN,10029,FALSE
12652,"7 GRAMS CAFFE"," 2757TH AVE",MANHATTAN,10001,FALSE
12653,"LINKS CLUB"," 36EAST   62 STREET",MANHATTAN,10065,FALSE
12654,"KARAOKE DUET"," 9008TH AVE",MANHATTAN,10019,FALSE
12655,"THE CAPITAL GRILLE"," 120BROADWAY",MANHATTAN,10271,FALSE
12656,"LADY M CONFECTIONS"," 30ROCKEFELLER PLZ",MANHATTAN,10112,FALSE
12657,"TAL BAGELS DELI"," 975979FIRST AVENUE",MANHATTAN,10022,FALSE
12658,TRE," 173LUDLOW STREET",MANHATTAN,10002,FALSE
12659,"CAVALLO'S PIZZERIA"," 3247 AVENUE",MANHATTAN,10001,FALSE
12660,"SAHARA'S TURKISH CUISINE"," 5132ND AVE",MANHATTAN,10016,FALSE
12661,"FACES & NAMES"," 161WEST   54 STREET",MANHATTAN,10019,FALSE
12662,"MCQUAIDS PUBLIC HOUSE"," 58911 AVENUE",MANHATTAN,10036,FALSE
12663,"LE PARISIEN"," 163EAST   33 STREET",MANHATTAN,10016,FALSE
12664,SOLAS," 232EAST    9 STREET",MANHATTAN,10003,FALSE
12665,NISI," 300-302BLEECKER ST",MANHATTAN,10014,FALSE
12666,"DANTE'S GOURMET FOOD"," 166WILLIAM STREET",MANHATTAN,10038,FALSE
12667,"SUN SAI GAI RESTAURANT"," 220CANAL STREET",MANHATTAN,10013,FALSE
12668,"GO ZEN RESTAURANT"," 144W 4TH ST",MANHATTAN,10012,FALSE
12669,"CURRY DREAM"," 66WEST   39 STREET",MANHATTAN,10018,FALSE
12670,"POPEYES LOUISIANA KITCHEN/DUNKIN DONUTS"," 321WEST  125 STREET",MANHATTAN,10027,FALSE
12671,"MARY O'S"," 32AVENUE A",MANHATTAN,10009,FALSE
12672,"696 GOURMET DELI"," 6963 AVENUE",MANHATTAN,10017,FALSE
12673,"MISS LILY'S 7A"," 109AVENUE A",MANHATTAN,10009,FALSE
12674,"BELL BOOK & CANDLE"," 141WEST   10 STREET",MANHATTAN,10014,FALSE
12675,VERO," 14832ND AVE",MANHATTAN,10075,FALSE
12676,"CAFE O'"," 6223 AVENUE",MANHATTAN,10017,FALSE
12677,"FAMOUS AMADEUS PIZZA"," 4088 AVENUE",MANHATTAN,10001,FALSE
12678,"DUCKS EATERY"," 351EAST   12 STREET",MANHATTAN,10003,FALSE
12679,"SOLE DI CAPRI"," 165CHURCH STREET",MANHATTAN,10007,FALSE
12680,"DUNKIN' DONUTS, BASKIN ROBBINS"," 51EAST   34 STREET",MANHATTAN,10016,FALSE
12681,"VANESSA'S DUMPLING"," 220EAST   14 STREET",MANHATTAN,10003,FALSE
12682,"NINOS 46"," 39WEST   46 STREET",MANHATTAN,10036,FALSE
12683,STARBUCKS," 803WEST  181 STREET",MANHATTAN,10033,FALSE
12684,PERSEPOLIS," 14072 AVENUE",MANHATTAN,10021,FALSE
12685,"Indian Tanpura"," 564AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
12686,"THE KUNJIP"," 32W 32ND ST",MANHATTAN,10001,FALSE
12687,"CAFE ORLIN"," 41ST MARKS PLACE",MANHATTAN,10003,FALSE
12688,"THREE DECKER RESTAURANT"," 17462 AVENUE",MANHATTAN,10128,FALSE
12689,"HARVEST CHINESE &THAI  CUISINE"," 15021ST AVE",MANHATTAN,10075,FALSE
12690,"DUNKIN' DONUTS, BASKIN ROBBINS"," 51EAST   34 STREET",MANHATTAN,10016,FALSE
12691,"MAX RESTAURANT"," 181DUANE STREET",MANHATTAN,10013,FALSE
12692,"PICCOLO CAFE"," 274WEST   40 STREET",MANHATTAN,10018,FALSE
12693,PHD," 355WEST   16 STREET",MANHATTAN,10011,FALSE
12694,"LAZY POINT"," 310SPRING STREET",MANHATTAN,10013,FALSE
12695,VAMOS," 3481 AVENUE",MANHATTAN,10010,FALSE
12696,"AMERICA GOURMET FOOD"," 8316 AVENUE",MANHATTAN,10001,FALSE
12697,"EL PITALLITO RESTAURANT"," 3854BROADWAY",MANHATTAN,10032,FALSE
12698,"KIRSH BAKERY AND KITCHEN"," 551AMSTERDAM AVE",MANHATTAN,10024,FALSE
12699,"CLOCK WORK"," 21ESSEX STREET",MANHATTAN,10002,FALSE
12700,"FELIDIA RESTAURANT"," 243EAST   58 STREET",MANHATTAN,10022,FALSE
12701,"BOWLMOR CHELSEA PIERS"," 60CHELSEA PIERS",MANHATTAN,10011,FALSE
12702,Pick-A-Bagel," 1101LEXINGTON AVE",MANHATTAN,10075,FALSE
12703,"EASY CORNER RESTAURANT & GRILL"," 101WEST  136 STREET",MANHATTAN,10030,FALSE
12704,ANGELINA," 37AVENUE A",MANHATTAN,10009,FALSE
12705,"NORTH VILLAGE DELI"," 788TH AVE",MANHATTAN,10011,FALSE
12706,"LEE CHUNG CAFE"," 82MADISON STREET",MANHATTAN,10002,FALSE
12707,"PROTO PIZZA"," 502ND AVE",MANHATTAN,10003,FALSE
12708,"DUNKIN' DONUTS"," 6939 AVENUE",MANHATTAN,10036,FALSE
12709,"TEN REN'S TEA TIME"," 73MOTT ST",MANHATTAN,10013,FALSE
12710,"BUKHARA GRILL"," 217EAST   49 STREET",MANHATTAN,10017,FALSE
12711,"MINCA RAMEN FACTORY"," 536EAST    5 STREET",MANHATTAN,10009,FALSE
12712,"CANTEEN 82"," 467COLUMBUS AVENUE",MANHATTAN,10024,FALSE
12713,"PICK-A-BAGEL/DUMPLING ROOM"," 35WEST END AVENUE",MANHATTAN,10023,FALSE
12714,PORTENO," 29910 AVENUE",MANHATTAN,10001,FALSE
12715,"PIZZA MERCATO"," 11WAVERLY PLACE",MANHATTAN,10003,FALSE
12716,"EFFYS AT THE 92Y"," 1395Lexington Ave",MANHATTAN,10128,FALSE
12717,"LUCISOUS THAI"," 10991ST AVE",MANHATTAN,10065,FALSE
12718,"LEGEND BAR & RESTAURANT"," 887 AVENUE",MANHATTAN,10011,FALSE
12719,"ANGELO OF MULBERRY ST."," 146MULBERRY STREET",MANHATTAN,10013,FALSE
12720,BIBI," 73CATHERINE STREET",MANHATTAN,10038,FALSE
12721,"THE RAIL LINE DINER"," 400WEST   23 STREET",MANHATTAN,10011,FALSE
12722,"CECI RESTAURANT"," 78SHERMAN AVENUE",MANHATTAN,10040,FALSE
12723,"GOLDEN CITY"," 2545AMSTERDAM AVENUE",MANHATTAN,10033,FALSE
12724,"VIAND COFFEE SHOP"," 673MADISON AVENUE",MANHATTAN,10065,FALSE
12725,"BLOSSOM DU JOUR"," 259W 23RD ST",MANHATTAN,10011,FALSE
12726,"ARIYOSHI JAPANESE RESTAURANT"," 226EAST   53 STREET",MANHATTAN,10022,FALSE
12727,"TORTILLA FLATS"," 767WASHINGTON STREET",MANHATTAN,10014,FALSE
12728,"MURPHY'S LAW"," 417EAST   70 STREET",MANHATTAN,10021,FALSE
12729,MONARCH," 9606TH AVE",MANHATTAN,10001,FALSE
12730,"SARAH'S ARTISANAL KITCHEN"," 270MADISON AVE",MANHATTAN,10016,FALSE
12731,"PIZZA 23"," 268W 23RD ST",MANHATTAN,10011,FALSE
12732,"PETITE ABEILLE"," 44WEST   17 STREET",MANHATTAN,10011,FALSE
12733,"GREGORY'S COFFEE"," 327PARK AVE S",MANHATTAN,10010,FALSE
12734,"LINCOLN PARK BAR & GRILL"," 8679 AVENUE",MANHATTAN,10019,FALSE
12735,"TEN REN'S TEA TIME"," 73MOTT ST",MANHATTAN,10013,FALSE
12736,"MAGNOLIA BAKERY"," 401BLEECKER STREET",MANHATTAN,10014,FALSE
12737,MASAWA," 1239AMSTERDAM AVENUE",MANHATTAN,10027,FALSE
12738,"MORGAN STANLEY CONFERENCE CENTER"," 1585BROADWAY",MANHATTAN,10036,FALSE
12739,"DUNKIN' DONUTS"," 370LEXINGTON AVENUE",MANHATTAN,10168,FALSE
12740,"EDI & THE WOLF"," 102AVENUE C",MANHATTAN,10009,FALSE
12741,"SPACE IBIZA NY"," 637W 50TH ST",MANHATTAN,10019,FALSE
12742,"FINNEGAN'S WAKE PUB"," 1361FIRST AVENUE",MANHATTAN,10021,FALSE
12743,"JUST SALAD"," 663LEXINGTON AVE",MANHATTAN,10022,FALSE
12744,"809 GRILL & BAR RESTAURANT"," 112DYCKMAN STREET",MANHATTAN,10040,FALSE
12745,"JOY CURRY & TANDOOR"," 148EAST   46 STREET",MANHATTAN,10017,FALSE
12746,"DESMOND'S TAVERN"," 433PARK AVENUE SOUTH",MANHATTAN,10016,FALSE
12747,"HAMPTON INN"," 8518 AVENUE",MANHATTAN,10019,FALSE
12748,"GOLDEN WOKS"," 159CHRISTOPHER STREET",MANHATTAN,10014,FALSE
12749,"THE OTHEROOM"," 143PERRY STREET",MANHATTAN,10014,FALSE
12750,"UGLY KITCHEN"," 1031 AVENUE",MANHATTAN,10003,FALSE
12751,"MAOZ VEGETARIAN TIMES SQUARE"," 5587 AVENUE",MANHATTAN,10018,FALSE
12752,"LE REVE"," 125E 54 ST",MANHATTAN,10022,FALSE
12753,"CONG LY RESTAURANT"," 124HESTER ST",MANHATTAN,10002,FALSE
12754,"CAFE 285"," 3COLUMBUS CIRCLE",MANHATTAN,10019,FALSE
12755,"PICCOLO CAFE"," 274WEST   40 STREET",MANHATTAN,10018,FALSE
12756,"Rochelle's/205 CLUB"," 19STANTON ST",MANHATTAN,10002,FALSE
12757,"DUNKIN' DONUTS"," 687AMSTERDAM AVENUE",MANHATTAN,10025,FALSE
12758,"H & H MIDTOWN BAGELS EAST"," 15512 AVENUE",MANHATTAN,10028,FALSE
12759,"ROAST KITCHEN"," 423MADISON AVE",MANHATTAN,10017,FALSE
12760,HIDEAWAY," 185DUANE STREET",MANHATTAN,10013,FALSE
12761,"NARGILA GRILL"," 1599YORK AVENUE",MANHATTAN,10028,FALSE
12762,"WRAP N RUN GRILL"," 1125LEXINGTON AVENUE",MANHATTAN,10075,FALSE
12763,ONEGIN," 391AVENUE OF THE AMERICAS",MANHATTAN,10014,FALSE
12764,"COTE STEAKHOUSE"," 16W 22ND ST",MANHATTAN,10014,FALSE
12765,"BREADS BAKERY"," 18EAST   16 STREET",MANHATTAN,10003,FALSE
12766,"FORT WASHINGTON BAKERY AND DELI"," 808WEST  181 STREET",MANHATTAN,10033,FALSE
12767,"MCQUAIDS PUBLIC HOUSE"," 58911 AVENUE",MANHATTAN,10036,FALSE
12768,"GABRIELA'S RESTAURANTE"," 688COLUMBUS AVENUE",MANHATTAN,10025,FALSE
12769,"BELLA MIA"," 7878 AVENUE",MANHATTAN,10036,FALSE
12770,"Broadway Pizza"," 1157BROADWAY",MANHATTAN,10001,FALSE
12771,"DELMONICO'S KITCHEN"," 207WEST   36 STREET",MANHATTAN,10018,FALSE
12772,"LA BOITE EN BOIS"," 75WEST   68 STREET",MANHATTAN,10023,FALSE
12773,BABEL," 131AVENUE C",MANHATTAN,10009,FALSE
12774,JUNIPER," 237W 35TH ST",MANHATTAN,10001,FALSE
12775,"VIEW LOUNGE"," 1535BROADWAY",MANHATTAN,10036,FALSE
12776,"NOURISH KITCHEN + TABLE"," 95GREENWICH AVENUE",MANHATTAN,10014,FALSE
12777,RIBALTA," 48EAST   12 STREET",MANHATTAN,10003,FALSE
12778,ENTHAICE," 15983 AVENUE",MANHATTAN,10128,FALSE
12779,"STOUT NYC"," 90JOHN ST",MANHATTAN,10038,FALSE
12780,"FINO RISTORANTE"," 1WALL STREET COURT",MANHATTAN,10005,FALSE
12781,"NEW UNIVERSITY DELI"," 603WEST  168 STREET",MANHATTAN,10032,FALSE
12782,"U WAY"," 745 AVENUE",MANHATTAN,10011,FALSE
12783,"BENTON CAFE"," 123WILLIAM ST",MANHATTAN,10038,FALSE
12784,"SQUIRE DINER"," 80BEEKMAN STREET",MANHATTAN,10038,FALSE
12785,STARBUCKS," 2963 AVENUE",MANHATTAN,10010,FALSE
12786,"PASTRAMI QUEEN"," 1125LEXINGTON AVE",MANHATTAN,10075,FALSE
12787,"LUGO CAFFE"," 1PENN PLAZA",MANHATTAN,10119,FALSE
12788,"CAFE MOFONGO"," 316WEST   39 STREET",MANHATTAN,10018,FALSE
12789,"NEW LEAF"," 1MARGARET CORBIN DR",MANHATTAN,10040,FALSE
12790,"TOUCH OF DEE'S"," 657LENOX AVENUE",MANHATTAN,10037,FALSE
12791,"CAFE CORTADITO"," 210EAST    3 STREET",MANHATTAN,10009,FALSE
12792,"BG RESTAURANT"," 7545 AVENUE",MANHATTAN,10019,FALSE
12793,"HK BOXERS NYC"," 7429TH AVE",MANHATTAN,10019,FALSE
12794,"ROSELLA'S PIZZERIA"," 164WILLIAM STREET",MANHATTAN,10038,FALSE
12795,"M2M MART"," 2935BROADWAY",MANHATTAN,10025,FALSE
12796,FAILTE," 5312 AVENUE",MANHATTAN,10016,FALSE
12797,"SOUTHERN HOSPITALITY"," 6459 AVENUE",MANHATTAN,10036,FALSE
12798,"AROY DEE THAI KITCHEN"," 20JOHN STREET",MANHATTAN,10038,FALSE
12799,"EL NUEVO TAINO"," 2228AMSTERDAM AVENUE",MANHATTAN,10032,FALSE
12800,"KASBAH BBQ & GRILL"," 251WEST   85 STREET",MANHATTAN,10024,FALSE
12801,"THE CENTRAL BAR"," 109EAST    9 STREET",MANHATTAN,10003,FALSE
12802,HENDRIKS," 5573RD AVE",MANHATTAN,10016,FALSE
12803,ALEXANDRA," 455HUDSON STREET",MANHATTAN,10014,FALSE
12804,"LA PULPERIA"," 371W 46TH ST",MANHATTAN,10036,FALSE
12805,"MEMBERS DINING ROOM @ THE MET MUSEUM"," 10005 AVENUE",MANHATTAN,10028,FALSE
12806,SOB's," 200VARICK STREET",MANHATTAN,10014,FALSE
12807,"THE RITZ-CARLTON HOTEL/AUDEN"," 50CENTRAL PARK SOUTH",MANHATTAN,10019,FALSE
12808,"FOOD IN MOTION"," 214SULLIVAN STREET",MANHATTAN,10012,FALSE
12809,"SACCO PIZZA"," 8199 AVENUE",MANHATTAN,10019,FALSE
12810,"ONCE UPON A TART"," 135SULLIVAN ST",MANHATTAN,10012,FALSE
12811,"VIVI BUBBLE TEA"," 6079TH AVE",MANHATTAN,10036,FALSE
12812,"GINGER ROOT"," 11641ST AVE",MANHATTAN,10065,FALSE
12813,"USKUDAR RESTAURANT"," 1405SECOND AVENUE",MANHATTAN,10021,FALSE
12814,"THE ABBEY PUB"," 237WEST  105 STREET",MANHATTAN,10025,FALSE
12815,"TREND DINER"," 13822 AVENUE",MANHATTAN,10021,FALSE
12816,"POKE RESTAURANT"," 343EAST 85 STREET",MANHATTAN,10028,FALSE
12817,"SUSHI YOU"," 246EAST   51 STREET",MANHATTAN,10022,FALSE
12818,"ISLAND BURGERS AND SHAKES"," 766NINTH AVENUE",MANHATTAN,10019,FALSE
12819,"THE HILL"," 4163 AVENUE",MANHATTAN,10016,FALSE
12820,RASA," 25W 8TH ST",MANHATTAN,10011,FALSE
12821,"DIRT CANDY"," 86ALLEN ST",MANHATTAN,10002,FALSE
12822,"CAFE GITANE"," 242MOTT STREET",MANHATTAN,10012,FALSE
12823,JEEPNEY," 201FIRST AVE",MANHATTAN,10003,FALSE
12824,"KOS SUSHI"," 2083RD AVE",MANHATTAN,10003,FALSE
12825,"UNDERGROUND PIZZA"," 2WILLIAM STREET",MANHATTAN,10004,FALSE
12826,"THE YORK SOCIAL"," 1529YORK AVE",MANHATTAN,10028,FALSE
12827,"UGLY KITCHEN"," 1031 AVENUE",MANHATTAN,10003,FALSE
12828,"ISADORA'S CAFE"," 16E 52ND ST",MANHATTAN,10022,FALSE
12829,MCDONALD'S," 220WEST   42 STREET",MANHATTAN,10036,FALSE
12830,"PRET A MANGER"," 13506 AVENUE",MANHATTAN,10019,FALSE
12831,"VICO RISTORANTE"," 1302MADISON AVENUE",MANHATTAN,10128,FALSE
12832,"AL HORNO LEAN MEXICAN KITCHEN INC"," 417W 47TH ST",MANHATTAN,10036,FALSE
12833,"THE GAF"," 401WEST   48 STREET",MANHATTAN,10036,FALSE
12834,"JACK'S STIR BREW COFFEE"," 222FRONT STREET",MANHATTAN,10038,FALSE
12835,AGOZAR," 324BOWERY",MANHATTAN,10012,FALSE
12836,BINY," 393CANAL ST",MANHATTAN,10013,FALSE
12837,"THREE GUY'S RESTAURANT"," 960MADISON AVENUE",MANHATTAN,10021,FALSE
12838,"VOL DE NUIT"," 148WEST    4 STREET",MANHATTAN,10012,FALSE
12839,"BOOTH THEATER"," 220WEST 45 STREET",MANHATTAN,10036,FALSE
12840,"HANA SUSHI"," 2117 AVENUE",MANHATTAN,10011,FALSE
12841,CHARLYS," 110TRINITY PLACE",MANHATTAN,10006,FALSE
12842,CATCH," 21-279 AVENUE",MANHATTAN,10014,FALSE
12843,"CANTEEN M - CITIZEN M"," 218W 50TH ST",MANHATTAN,10019,FALSE
12844,"PIZZA 23"," 268W 23RD ST",MANHATTAN,10011,FALSE
12845,"THE WAYFARER"," 101W 57TH ST",MANHATTAN,10019,FALSE
12846,"MANNA'S SOUL FOOD"," 70WEST 125 STREET",MANHATTAN,10027,FALSE
12847,"PIZZA BY CERTE"," 132EAST   56 STREET",MANHATTAN,10022,FALSE
12848,"GREAT WALL SHI'S RESTAURANT"," 527-9LENOX AVE",MANHATTAN,10037,FALSE
12849,"THE JUNCTION"," 329LEXINGTON AVENUE",MANHATTAN,10016,FALSE
12850,"BRANDY'S PIANO BAR"," 235EAST   84 STREET",MANHATTAN,10028,FALSE
12851,TERRA," 222WEST BROADWAY",MANHATTAN,10013,FALSE
12852,REDFARM," 2170BROADWAY",MANHATTAN,10024,FALSE
12853,"NINTH STREET ESPRESSO"," 759 AVENUE",MANHATTAN,10011,FALSE
12854,"TEXAS ROTISSERIE & GRILL"," 2581BROADWAY",MANHATTAN,10025,FALSE
12855,"GRASSROOT TAVERN"," 20ST MARKS PLACE",MANHATTAN,10003,FALSE
12856,WILD," 535HUDSON STREET",MANHATTAN,10014,FALSE
12857,"CHAN'S KITCHEN"," 4421BROADWAY",MANHATTAN,10040,FALSE
12858,"DAVID BURKE AT BLOOMINGDALE'S"," 10003 AVENUE",MANHATTAN,10022,FALSE
12859,DESNUDA," 122EAST    7 STREET",MANHATTAN,10009,FALSE
12860,WENDY'S," 650BROADWAY",MANHATTAN,10012,FALSE
12861,TOTOYA," 11441 AVENUE",MANHATTAN,10065,FALSE
12862,"JEAN CLAUDE FRENCH BISTRO"," 13432 AVENUE",MANHATTAN,10021,FALSE
12863,"OM INDIAN RESTAURANT"," 15932 AVENUE",MANHATTAN,10028,FALSE
12864,"ASIAN 59"," 207E 59TH ST",MANHATTAN,10022,FALSE
12865,"RED STAR CHINESE RESTAURANT"," 2525ADAM CLAYTON POWELL JR BOULEVARD",MANHATTAN,10039,FALSE
12866,"U WAY"," 745 AVENUE",MANHATTAN,10011,FALSE
12867,"HK BOXERS NYC"," 7429TH AVE",MANHATTAN,10019,FALSE
12868,"HARRY'S CAFE/HARRY'S STEAK"," 1HANOVER SQUARE",MANHATTAN,10004,FALSE
12869,"TRUMP BAR"," 7255 AVENUE",MANHATTAN,10022,FALSE
12870,WAKAMBA," 5438 AVENUE",MANHATTAN,10018,FALSE
12871,"THE MANSION"," 1634YORK AVENUE",MANHATTAN,10028,FALSE
12872,"SUN SHINE SEAFOOD RESTAURANT"," 27DIVISION ST",MANHATTAN,10002,FALSE
12873,"SUSHI CHOSI"," 77IRVING PLACE",MANHATTAN,10003,FALSE
12874,"DORIAN GRAY"," 205EAST    4 STREET",MANHATTAN,10009,FALSE
12875,"NICE MATIN"," 201WEST   79 STREET",MANHATTAN,10024,FALSE
12876,"CANTON LOUNGE"," 70MOTT ST",MANHATTAN,10013,FALSE
12877,"NUM PANG SANDWICH SHOP"," 759 AVE",MANHATTAN,10011,FALSE
12878,"DEATH & CO"," 433EAST    6 STREET",MANHATTAN,10009,FALSE
